MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
-1.3507345411152651,42.0,-0.6568617286619005,-0.6786352712852103,-0.5417568440954678,-0.4880933712362356,37.85,-122.27,1.598
-1.3429585553951253,52.0,-0.06661628188899137,1.2811065339320689,-0.4056541891295074,-1.1445570574111055,37.84,-122.27,1.139
-1.0348942863433248,52.0,0.026597875345561944,-0.15948435180175619,-0.662033608949107,-0.35142014731094134,37.84,-122.27,0.997
-0.7513074679931818,52.0,0.09945655191030676,-0.1804086014870301,-0.41989749023059625,-0.7323800271803187,37.84,-122.27,1.326
-0.8839725461054805,41.0,-0.6400009490304286,-0.20973753178485327,-1.510301318969511,-0.28930578279483166,37.85,-122.28,1.075
-0.8461744937788875,49.0,-0.41822863969804014,-0.40246616481039105,-1.0513505057122028,-0.48572340092016547,37.85,-122.28,0.938
-1.2868362236758553,52.0,-0.36778551119623837,0.19779819458155368,-0.26796894515231495,-0.11213720617463545,37.85,-122.28,1.055
-1.398810418045869,50.0,-0.7298681530627207,-0.11019649370555262,-0.22207386382658417,-0.720931642898785,37.84,-122.28,1.089
-1.3683150305694942,52.0,-0.44191865119558565,-0.23031752610757136,-1.3868593760934074,-0.4720533234309712,37.84,-122.28,1.32
-1.2061012067206642,49.0,-0.09283076743993039,2.051546511074472,-0.6462077188367861,-0.891926204896885,37.84,-122.28,1.223
-1.1830437186287714,52.0,-0.2711164501045149,0.6571048957510094,-0.16351807041099659,-0.31358087715237815,37.84,-122.28,1.152
-1.2943417403274684,48.0,0.545580431191839,2.633938507627294,-0.3882457100059543,0.3418384790354081,37.84,-122.27,1.104
-1.5796189903559028,49.0,-0.12948921558536622,0.9874926911336628,-0.8187099210610846,-0.8781194174955609,37.83,-122.27,1.049
-0.6632021689206409,51.0,-0.18523923494647515,0.35635053593230254,-0.02108505940010789,-0.7907298319327154,37.83,-122.27,1.097
-1.5044962065726388,49.0,-0.5383235113928923,0.31514586887314416,-1.1099062991277904,-1.0881242978898393,37.83,-122.27,0.972
-1.7674597584476284,48.0,-0.3423550688071838,1.6346041412454646,-0.4499666814440061,-0.3285968940178169,37.83,-122.27,1.045
-1.55575009505843,52.0,-1.3527913641351816,-1.2099252558688565,-0.5860693364099664,-0.9668378348607795,37.83,-122.28,1.039
-0.15627551723465583,52.0,-0.3902982670565452,0.3117954893913927,-0.9215782067911709,-0.9762673850606282,37.83,-122.26,1.914
-0.7582044292406103,52.0,-1.5964239671841096,-0.30561783292111705,0.1672430329365116,-1.3739957926619575,37.83,-122.26,1.76
-1.0908813835283317,52.0,-0.9079671984818466,0.20244588868570756,-0.514852830904522,-0.7148924084359125,37.83,-122.26,1.554
-1.81627942531668,49.0,-1.3307252847264186,0.32427520978903085,-1.280825912340857,-0.6365451759962597,37.84,-122.26,1.188
0.17119490748392854,52.0,-0.3514335923869783,-0.4133755362144793,-1.2729129672846964,-0.7724185401058327,37.84,-122.26,1.888
-0.4723862410751226,52.0,-0.21411120735691402,0.26787339125390386,-0.9674732881169017,-0.9279995637961649,37.83,-122.26,1.844
-0.6993774068360741,52.0,-0.793479857830996,0.7903208939054956,-0.8756831254654401,-1.5304554944775317,37.83,-122.26,1.823
-1.139430581328857,50.0,-1.3993180703445893,0.17892649257559645,-1.037107204611114,-1.2982442526041786,37.83,-122.26,1.425
-1.866586672062628,40.0,-1.2089568852708907,2.601361067733646,-1.3425468837789087,-0.3211391388683776,37.82,-122.26,1.875
-1.3091499218293001,40.0,-2.3668303641185022,0.2720097330455897,-0.9041697276676178,-1.357872888401491,37.82,-122.27,1.125
-1.4920546294204153,43.0,-0.5503483379165508,1.1079180948931038,-0.3328550946128309,-0.37948746011328516,37.82,-122.27,0.938
-1.758263810117724,41.0,-0.6611885613716193,2.0846860185991347,1.088309837473592,-0.19915283182588625,37.82,-122.27,0.975
-1.6658310059487573,52.0,-1.0418411254372146,1.405627382593775,-0.17301360447838918,0.09229553418914678,37.82,-122.27,1.042
-1.4208536471307869,52.0,-0.13802253715220256,-0.5897873153547388,-0.9025871386563857,0.2562193214326055,37.82,-122.28,0.875
-1.5550739223871133,52.0,-0.8313186747376486,0.8672884074658691,-1.1004107650603978,-0.361601427445125,37.82,-122.28,0.831
-1.4912432222148353,52.0,-0.3686770912037151,0.9800086264932456,-1.0276116705437215,-0.7044355691466255,37.82,-122.28,0.875
-1.6863866551567792,52.0,-0.5763043659005461,1.127921480781842,-0.3122814374668137,1.0859546930058213,37.82,-122.28,0.803
-0.21517015690632355,52.0,0.7913255632195866,1.2286169805155216,-1.1352277233075039,0.18339650914939554,37.83,-122.29,0.757
-1.720465757791131,52.0,0.2244852472062014,1.0662221162235432,-1.0560982727458992,0.6065315530892412,37.81,-122.3,0.784
-1.9646317094035217,48.0,-0.7481660982596192,0.28604197000153964,-0.7649018946791933,-0.7488260707884367,37.81,-122.3,0.844
-1.8465719609916595,46.0,-0.5554979263140524,0.09995938441750998,0.8730777319460268,0.21673484141660404,37.81,-122.29,1.292
-1.3112460571103812,26.0,0.8415478484363498,2.2688392017873644,-1.3916071431271035,0.3797045153614876,37.81,-122.29,0.825
-2.0166970050948927,46.0,-1.7098732319203618,0.3761905087446319,-1.0909152309930052,-1.1799232165380884,37.81,-122.29,0.952
-0.8304196705372131,20.0,1.0620942354763356,2.476493306127561,-1.5530312222727776,-1.0543212163720888,37.81,-122.29,1.375
-1.8845052478525155,17.0,-2.2424316330350225,0.07539149206394744,-0.8060492089712279,-1.7580511694505907,37.81,-122.28,1.775
-0.8551675903073972,36.0,0.5337748498905075,0.8609154459447859,-0.05590201764721402,-0.6621087766862385,37.81,-122.28,1.021
-1.758060958316329,19.0,0.6349677304784611,1.9205603153248194,-0.8709353584317439,1.007140277298569,37.81,-122.28,1.083
-1.9666602274174712,23.0,0.19408092256348694,1.5691465190231604,-0.34393321769145563,0.6273107386316411,37.81,-122.29,1.125
-1.1493027023300777,38.0,-0.719161386403527,1.3370548415104868,-1.4675714156662443,-0.9927551187928171,37.8,-122.28,1.313
-1.4950974064413394,17.0,-1.8800633770597106,-0.7201213909882139,-1.0481853276897386,-1.1701378255240622,37.81,-122.28,1.625
-1.720465757791131,52.0,-1.3521989651283273,-0.7201213909882139,-1.722368246474612,0.6665260575335691,37.81,-122.27,1.125
-1.481033014877956,52.0,-1.2012734020601468,1.0251567482416646,-1.6954642332836662,-0.866951124060363,37.81,-122.28,1.125
-1.9633469813280202,52.0,-2.5551243884472292,0.161525565796944,-1.46440623764378,-0.9723354405433325,37.81,-122.28,1.375
-1.2862952855388021,35.0,0.42349427334107814,0.6275637993638512,-1.2729129672846964,-0.1319267301037645,37.81,-122.28,1.188
-1.8487357135398725,40.0,-2.7217942900810095,2.116874152702037,-1.0909152309930052,-2.0811777054857155,37.81,-122.27,1.188
-1.9954651832155543,10.0,-2.4011939943873317,0.10809241690087189,-1.1478884353973609,-1.8865801258043275,37.81,-122.27,1.625
-1.8519813423621916,10.0,-2.3622392718153793,0.4478724406502416,-1.8141584091260734,0.5672559413184147,37.8,-122.27,1.375
-1.0935860742135977,16.0,-2.311103127709877,0.5382145049758673,-0.7459108265444082,-1.0076468178476892,37.8,-122.27,1.625
-0.7273709554285773,27.0,-1.597259918526811,1.5423832166558153,-0.8756831254654401,-0.7425126379936752,37.79,-122.27,1.875
-0.5927449765694611,31.0,-1.2138125489948715,1.2229056357120305,1.2291602594732485,-1.7583200050277141,37.82,-122.26,1.838
-1.1528188002209234,29.0,-1.417785998030084,1.9495787956139725,-1.692299055261202,-0.9920819425867897,37.81,-122.26,1.25
-1.6854400134169358,22.0,-2.1203584920438066,-0.47717867400741476,1.1911781232036782,-1.9425151935328238,37.82,-122.26,1.7
-0.7442752722114903,37.0,-1.3931252736590232,0.906727160222494,0.8968165671145082,-1.5368978713288153,37.82,-122.26,1.931
-0.8248750546324177,29.0,-1.3762636345443764,1.2720088882543368,1.6343030463486652,-1.588029579121779,37.81,-122.25,2.578
-0.3336356089209757,28.0,-1.2295612904340847,0.35502590359949,2.0441936002577785,-1.7955130977504097,37.81,-122.25,2.734
-0.39631681555201576,39.0,-1.3563873300364395,0.21222456233722004,-1.3963549101608,-1.8049299091675843,37.81,-122.25,2.375
-0.7651690077551703,52.0,-1.5761364200441128,1.4596256618574526,-0.595564870477359,-2.194401551635829,37.81,-122.25,3.5
-0.5886203232744305,34.0,-1.7993800808375404,0.3408008987895911,2.2435998156730226,-2.126286956017745,37.81,-122.26,3.357
0.8245805597770691,52.0,0.972549544033347,-1.9024758025238648,-0.9453170419596524,-0.1335385754016132,37.82,-122.24,3.134
-0.29644611199856774,52.0,-0.6904373096466029,0.1456284228139762,-0.889926426566529,-2.044390938639331,37.81,-122.24,2.685
-0.3664976007469579,52.0,-0.9550586015425433,0.6471510090814472,-0.9263259738248673,-1.9323990333111407,37.81,-122.25,2.594
0.127717004718277,52.0,-0.30348605920828364,-0.02225321024601689,0.2732764966890621,-1.322257057787975,37.82,-122.24,2.757
0.13197689254757097,28.0,-0.9598609326011011,0.2833047312049228,0.3935532615427014,-1.5056404039020546,37.82,-122.25,2.25
0.9335119771261585,52.0,0.44162971609029494,1.4404363687224493,-1.1415580793524323,-1.0646678987149134,37.82,-122.25,2.625
-0.7222996603937036,32.0,-1.3741571443628329,0.4090155030027807,0.8461737187550811,-1.708422883194258,37.82,-122.25,2.185
-0.4650835762249046,26.0,-1.8267300404161098,-0.9821282242152456,0.7559661451148516,-2.230628900529109,37.82,-122.25,2.55
-0.38049437504320943,52.0,-0.5614695647592414,0.45012291046072167,-0.5259309539831467,-1.6417585919418838,37.83,-122.25,2.241
-0.1615496640709246,35.0,-1.2831802694624215,-0.5042362751877404,-0.9437344529484203,-1.9736496866468878,37.83,-122.25,2.431
-0.3842133247354502,52.0,-0.736077533439124,-0.9288350653703428,-1.166879503532146,-1.6009247111924017,37.83,-122.25,2.316
-0.870719561747677,28.0,-2.045987365160282,0.09346612448782116,2.036280655201618,-2.067794013363943,37.83,-122.25,2.185
-0.42018571084948836,52.0,-1.0747854224921798,0.27554548188391387,0.8145219385304392,-1.7793951635263197,37.83,-122.25,2.341
1.4527449714301042,50.0,1.5056021365850505,0.3382751642230421,-0.47687069463495174,-0.38952607152454394,37.84,-122.23,3.276
1.065433265300009,47.0,1.3182075064407208,-1.6906399768651166,-0.2742993011972434,-0.922233549580681,37.84,-122.23,3.476
1.5179280169450153,41.0,1.6091532532009454,0.4913615726793335,-0.7554063606118008,-1.1631182322732203,37.83,-122.24,3.661
0.8473675788004351,37.0,1.8529695593412627,1.5413134745245434,-1.85688831242934,-1.205206664835322,37.85,-122.24,3.35
1.7798773098130298,52.0,1.7016179152070123,-0.4187036279847418,-0.3328550946128309,-0.3385400425689592,37.85,-122.23,3.736
0.9913923577908511,52.0,1.1388367239239696,-0.20031152357434093,-0.1492747693099077,-1.1488460827089186,37.84,-122.24,3.895
2.383023332627354,52.0,1.8632669782654447,-0.8028675479980223,-0.5860693364099664,-0.6197760639006726,37.85,-122.24,3.911
1.180517853958078,28.0,0.3479266967779272,0.7410926494297725,1.2022562462823028,-1.1429016964651484,37.85,-122.22,3.373
2.561938621457702,50.0,0.9180434626748155,-0.9103166287080462,-0.38033276494979384,-1.098711507705328,37.84,-122.22,2.952
1.5607973643064816,44.0,0.5436991381773856,-0.7201213909882139,0.1371738417231018,-0.9051591455986309,37.84,-122.21,2.923
2.59872241477732,40.0,2.3544271278186915,-0.2557813355967792,0.5454818066209828,-0.594602615677493,37.83,-122.21,4.115
1.592712714392621,30.0,1.2223999337669964,-0.5873174276240735,-0.676276910050196,-0.6109130887864281,37.84,-122.2,3.115
2.260906548187593,34.0,0.9158006326144174,-0.9037978403184548,-0.2078305627254953,-0.8676845895147266,37.84,-122.21,3.259
2.553959783936167,35.0,1.2426490954945348,-0.13744275263133018,-0.3154466154892779,-0.6754434594938352,37.84,-122.2,3.193
2.1546122042566376,34.0,1.3811192253627909,-0.28402969927986027,0.5628902857445358,-1.1436234857026808,37.83,-122.21,3.333
2.1249958412529746,29.0,1.4247803897286668,-0.6072297938781769,-0.9658906991056696,-0.6162815341150601,37.83,-122.19,3.689
2.235685307547487,37.0,1.7351019227080886,-0.2887600327126489,-1.347294650812605,-0.7284595105409711,37.82,-122.2,3.667
1.7709518305516516,39.0,2.2670509192695683,0.31238515618018237,-0.010006936321483214,-0.5011513649364863,37.82,-122.2,3.628
2.2609741654547246,52.0,1.546747889129316,-1.457626067537068,-0.7253371693983909,-0.828960128263026,37.82,-122.21,3.314
2.0785427787335307,45.0,1.7110295501328145,-0.36369134846943774,-0.32335956054543835,-0.5411974217288138,37.81,-122.2,3.235
-0.553256492564577,50.0,-0.03222665919566998,0.7377549677054404,-0.0179198813776437,-0.8926543047654545,37.8,-122.21,2.167
-0.4259331785556788,38.0,-0.5134337405011067,0.7764456540680408,-0.5069398858483616,-1.4146290257890897,37.8,-122.21,2.331
1.0339236188166594,52.0,0.9882743039708581,-1.5335456665935678,-1.2048616398017162,-0.9018693187270324,37.81,-122.21,2.964
1.9004388971087631,52.0,1.177791016769253,0.6109365145478174,-0.8013014419375316,-0.5743174588200275,37.81,-122.22,2.737
-0.30286975237607455,52.0,-0.4014037104224441,-0.5550787843436487,-0.22523904184904836,-0.6208728263253095,37.8,-122.22,2.277
-0.4606884538613473,52.0,0.016883498815198527,0.07178372388683787,-0.3138640264780458,-0.6544876370431423,37.8,-122.22,1.996
0.5623607978405275,52.0,0.11220792894818421,0.046445434436638046,-0.13661405722005096,-0.8635956976322451,37.8,-122.22,2.398
0.24401870418471627,52.0,0.7514935410132404,-0.7647799786685077,-0.8155447430386205,-0.9861487523003366,37.81,-122.22,2.701
1.108775933531397,52.0,0.46284223229747534,-0.2829643906628813,-0.37558499791609756,-1.3641894580833376,37.81,-122.22,3.021
-0.3724479202545431,52.0,-0.7036046529198188,0.17305036261766465,-0.7664844836904254,-1.791547129269097,37.8,-122.23,2.695
0.7165281669006914,52.0,1.491346861149579,0.42045474507187447,-1.0434375606560424,0.04203364658245054,37.81,-122.23,3.147
2.128579556410952,52.0,2.3237636856473745,-1.3701974685362237,-0.5037747078258974,0.10712868196341864,37.81,-122.24,3.524
1.5681000291566998,52.0,0.6248401579039995,-1.7877407527202402,-1.0086206024089361,-0.5857175480618887,37.81,-122.24,2.873
2.5673480028282336,52.0,2.700900794474137,-0.1593516252299787,-0.6224688836683047,-0.5576187365502586,37.81,-122.23,3.487
-0.6514367644397338,52.0,-0.7951464323494077,1.386136636666229,-0.5591653232190208,-1.4971592206449813,37.81,-122.24,2.438
-1.025563103479157,52.0,-0.08757603152981679,-1.3274781834402116,-1.4422499914865308,-1.2494596453577609,37.8,-122.24,2.115
-0.4707634266639632,52.0,-0.8492861984157424,-0.0356004158886252,-0.11762298908526579,-0.6232133391610153,37.8,-122.25,2.184
-0.024421846327937098,52.0,-0.30046657698588763,-1.1891227751210312,-0.3534287517588482,-1.3032288367328502,37.81,-122.24,2.699
-0.328699548420365,46.0,-0.8015383145384947,1.0686134729935706,0.16091267689158323,-1.5962290503520362,37.81,-122.25,2.188
-0.5251277094378104,42.0,-1.057012084633938,0.02785495439601829,0.7021581187329603,-1.8310181172759505,37.8,-122.25,2.25
-1.060385996051957,43.0,-1.8065263375293379,0.7520037984729977,0.13875643073433389,-1.5261980014834615,37.8,-122.25,2.5
-1.4192984499867587,41.0,-1.5319741339566675,1.338715193594829,-0.3312725056015988,-0.43558961227117765,37.8,-122.25,1.714
-1.5675154995393372,29.0,-1.884338041442176,1.0673775777417913,0.10077429446476356,-1.7718596213169577,37.8,-122.25,1.938
-0.9424614821743583,27.0,-1.3004448337113046,1.5096850148670211,-0.1587703033773003,-0.18527345990383384,37.79,-122.24,1.25
-1.3076623419524038,45.0,-1.225564662645666,1.4584410167200381,0.3223367560372571,0.5694612438049457,37.79,-122.25,0.975
-0.7203387596468859,50.0,-1.8686500013490166,-1.3398732200208647,-0.8377009891958698,1.4860479658499195,37.79,-122.25,1.25
-1.0346238172747981,52.0,-1.4107322300838452,0.4510900545115037,-0.2932903693320285,0.22955669576101498,37.79,-122.25,1.388
-1.0012885045788944,36.0,-1.9822354919414227,1.0415488633615024,0.5913768879467135,0.28926598809905935,37.8,-122.25,1.167
-1.3934010366753369,43.0,-1.4574804109862773,-0.6493888452834017,0.6942451736767998,-0.3028934112244523,37.8,-122.25,1.518
-0.9746473013290241,52.0,-0.7616395130845102,-0.7201213909882139,-0.8551094683194228,0.568857687334948,37.8,-122.24,1.27
-1.051325282256316,52.0,-0.554804293875835,0.41757865250976345,-0.24264752097260142,0.5938009194905901,37.8,-122.24,1.286
-1.065862994689621,52.0,-0.4122173565116168,2.1353620362114754,-0.41989749023059625,0.24735937071689978,37.8,-122.24,1.406
-0.7315632259907399,47.0,-1.4064965044244673,0.21174372378470588,-0.09230156490555225,-1.0399525881041245,37.8,-122.24,1.827
-0.8978340858674687,52.0,-0.5040795169451912,1.1704834104187816,-0.7902233188589068,0.24879310037620767,37.8,-122.23,1.469
-0.509913824333189,52.0,-0.63956068753335,-0.0006837939440767647,0.0786180483075142,0.7083161075491852,37.8,-122.24,1.228
-0.8028318255474997,49.0,-0.9300897342338137,0.894712030597597,0.34132782417204227,-1.0289947693345525,37.8,-122.24,1.693
-1.1992718627403676,52.0,-0.913231301049086,-0.8833893459484281,-1.2396785980488223,-0.3529385336423137,37.8,-122.23,1.266
-1.2227350544350504,51.0,-1.0598681899090694,0.13203737393167866,-0.5101050638708258,-0.6737757826685405,37.8,-122.23,1.279
-0.9879679029539592,50.0,-0.9155694927918041,1.6580829168057505,-0.19358726162440643,-0.12344267187050079,37.8,-122.23,1.235
-0.8913428282228304,52.0,-0.6632727715282754,0.3102160247785669,-0.676276910050196,0.2652429162200458,37.8,-122.23,1.119
-0.5243163022322304,52.0,-0.8005547093666785,-1.346642354075832,0.6135331341039629,1.867412362421639,37.79,-122.23,1.079
-1.2345004589159576,30.0,-1.30590399635311,-0.6623878555840328,-0.4119845451744358,1.578455051355631,37.79,-122.23,1.375
-1.046253987221442,39.0,-1.3270364746649386,0.9192735500775878,0.30492827691370405,1.4508871996390238,37.79,-122.24,1.055
-0.22727364772288902,52.0,-1.1020937463296285,0.3644443098189236,-0.988046945262919,1.5896656783956653,37.79,-122.24,1.161
-0.98512797773443,43.0,-0.5838275843804537,0.08798638608377178,0.020062254891926624,1.1868310419210293,37.79,-122.24,1.122
-1.4274801393096885,39.0,-1.3541399147198914,0.020557624197149293,-1.4090156222506567,0.397028104504391,37.79,-122.25,1.125
-0.05823047989376232,52.0,-1.1387030604949968,-0.05122624511597174,-0.6731117320277318,1.3929289642669591,37.79,-122.25,1.25
-1.364663698144385,20.0,-1.5810472583916872,1.5934048524494984,0.6135331341039629,-0.621198532538705,37.8,-122.26,1.15
-1.395632406490681,52.0,-2.227567230923772,-1.8204054352853103,-1.1890357496893953,1.4581981458771498,37.77,-122.22,0.95
-0.758069194706347,52.0,-0.741069628284824,1.7421358757090708,-0.6414599518030898,0.7864374644354024,37.77,-122.22,0.964
-0.7715926481326771,52.0,-0.9203854092739425,1.1882401153500277,-1.0434375606560424,0.7874391259736867,37.77,-122.23,0.72
-0.7222996603937036,52.0,-1.3559884381404286,1.6900246108054275,-1.3552075958687655,0.7073451564152262,37.78,-122.23,0.713
-1.5028057748943475,50.0,-1.0894383364590254,0.9669808102673348,0.40146620659886195,0.5544957005158423,37.78,-122.22,1.288
-1.2017737016242387,43.0,-1.8373034212665253,0.45853905098483927,0.3713970153854521,0.9363450325437233,37.78,-122.23,1.125
-1.505645700113877,52.0,-1.2407884585725433,-0.5414870402670389,-0.41673231220813206,1.7506887119025831,37.78,-122.23,1.194
-1.426871583905504,44.0,-1.9577829911567703,0.7760304945459996,2.4398408530658027,1.4226807362432008,37.78,-122.23,1.181
-1.131654595608717,48.0,-0.2114129161179365,1.6260819617782496,0.33183229010464965,2.3280620306928976,37.79,-122.23,1.225
-0.9588924780873493,49.0,0.1903241931538086,-0.858787325337985,-0.6525380748817144,1.7023160682492586,37.79,-122.23,1.063
-1.0559908736883998,37.0,-0.6551605459367861,0.7605285332494471,0.5328210945311259,0.36064397650377655,37.79,-122.22,1.325
-1.4140919204176217,30.0,-0.7724095942767989,-0.17783854058464346,-1.3393817057564446,0.29915416759865326,37.79,-122.23,1.227
-1.611331488640647,40.0,-0.10661566202018412,0.5176981588460201,-1.119401833195183,0.3458435716706492,37.79,-122.23,1.133
-0.13220377013578813,44.0,0.2873611155928209,1.6244544622272152,-0.4911139957360406,1.086260909156041,37.79,-122.22,1.095
0.13096263354059617,52.0,-0.15990904981861823,-0.6092898595188697,1.5852427870004702,0.7462711292061346,37.79,-122.22,1.647
-0.4204561799180149,52.0,-1.201611137585894,-1.1094526682010328,-1.0624286287908276,0.3643681125575145,37.79,-122.21,1.25
-0.7484675427736525,46.0,-0.6459548079564631,0.6628542274983071,0.5945420659691777,0.44082641007537876,37.79,-122.22,1.247
-0.8189247351248325,49.0,-0.820671750562997,0.2109680314028203,-0.1112926330403374,-0.022362885566446652,37.79,-122.22,1.367
-0.6181690690109617,38.0,-0.5149899450207507,0.478002782285831,1.417488351809868,0.698902125807278,37.79,-122.22,1.417
-0.5943677909806205,29.0,-0.3270350602662819,0.8875877655023682,-0.5259309539831467,-0.13437790884942813,37.79,-122.2,1.5
-0.5090347998604775,47.0,0.1129255046463657,0.05987448972924979,-0.6525380748817144,0.15050210676092132,37.79,-122.21,1.388
-0.591392631226828,34.0,-0.5582603054533883,0.48635285758406627,0.38880549450900515,0.1475612350792963,37.79,-122.21,1.392
-0.5653599833811425,35.0,-0.616196914047371,0.18461994491825856,-0.20308279569179902,0.18113832730868032,37.79,-122.21,1.438
-0.4347234232827933,39.0,-0.810925013942899,0.4579413529919547,-0.2568908220736903,-0.7225684493688775,37.8,-122.21,1.565
-0.4296521282479196,39.0,-0.6124360564475453,-0.6860767277341797,-0.07964085281569547,-0.17251129440126242,37.8,-122.21,1.51
0.8416877283613765,43.0,1.4575495243829275,0.7482137116429898,-0.24739528800629773,-0.6268838508171694,37.8,-122.2,2.73
0.7174071913734027,52.0,0.5790748478749215,0.6962890391703633,-0.8946741936002253,-0.3360491231498917,37.8,-122.2,2.171
-0.15215086393962513,52.0,-0.17339374703809196,-0.6125865481319827,0.9680330726199525,-0.28412576050459226,37.8,-122.21,1.871
0.9515657874503092,41.0,0.8806922797081826,-0.0949011634640979,-0.7395804704994798,-0.7627334491000983,37.8,-122.2,2.396
0.26139634183755023,48.0,0.07264288742183485,-0.05733124049496188,-1.2111919958466446,-1.32732992630123,37.8,-122.21,2.297
0.6984067393094087,48.0,1.8637261610827467,0.6196362394206022,-1.0466027386785066,-0.44888814222357276,37.8,-122.19,2.573
0.3797265593179394,46.0,0.6411094955384095,-0.30850910694695227,-0.7965536749038353,-0.8441589059893421,37.8,-122.19,2.469
-0.49138669313911665,50.0,0.0906016943052726,0.1876129455568897,-1.280825912340857,-0.531425757471591,37.79,-122.19,1.799
0.3129206993918681,40.0,-0.6258295530852983,0.6367395283194398,-0.956395165038277,-0.01326225467660384,37.79,-122.2,1.696
0.09302934667974026,46.0,-0.04842080301740757,-0.49179176976565686,-0.33602027263529516,-0.30470408063444665,37.8,-122.2,2.033
0.20304264030293598,52.0,1.3169991174136753,-1.0490149609080677,-1.00387283537524,-0.8657034384210268,37.8,-122.19,2.634
0.6391063960349511,45.0,0.7838117851686881,-0.8204556628690512,-0.2616385891073866,-0.6497135196544565,37.79,-122.19,2.318
-0.5283733382601296,28.0,-0.4454273534747491,1.3679512885926453,0.7369750769800665,-0.3960518303947742,37.79,-122.19,1.405
-0.9517250477713946,35.0,-0.5209051854428628,1.966264421780236,-0.41514972319689997,-0.4106633933091243,37.79,-122.2,1.26
-0.7062067508163707,49.0,-0.9224727255560174,-1.8046870917953515,-0.8456139342520302,1.048969614747866,37.79,-122.2,1.22
-0.7384601872381681,44.0,-1.7805637728486312,-1.9261761214173332,0.1308434856781734,-0.14090935589223877,37.79,-122.2,1.347
-0.8752499186454975,45.0,-0.6722523835265718,1.1698601888993292,0.4093791516550224,0.6032107464152826,37.79,-122.21,1.394
-0.6304077943617904,45.0,-0.9125253588992517,0.7982705901417806,0.21946847030717082,0.1437275987800353,37.79,-122.2,1.154
-0.6598889228311902,46.0,-1.1755589076591393,-2.34792298763021,0.18781669008252888,-0.6390173885552682,37.78,-122.21,1.373
-1.2603302549602482,52.0,0.31008365923957,1.029698364217355,-0.32652473856790254,1.7604475587895825,37.78,-122.21,1.37
-0.7118866012554294,52.0,-0.8172336464770845,-2.02160023195678,-0.758571538634265,0.6108147159829997,37.78,-122.21,1.426
-0.44459554428401443,49.0,-1.433077146272322,-0.7820965738914797,-0.7791451957802822,0.5268439982835902,37.78,-122.21,1.375
-0.8928980253668584,44.0,-0.2868849176640045,1.7690457911921023,1.5789124309555418,1.3815346009453584,37.78,-122.22,1.117
-1.3471508259572875,43.0,-0.9398354019023738,1.2571458080262738,-0.07014531874830289,0.2659650231290089,37.78,-122.21,1.268
-0.7344031512102691,47.0,-1.442344395744003,-0.27909467447742903,-0.8202925100723167,0.43963023658749134,37.78,-122.21,1.113
-1.3412005064497023,50.0,-1.0787368126732213,0.4186725948592803,0.8477563077663132,1.9942029296899633,37.78,-122.22,1.023
